videoId,metaData,viewCount,likeCount,commentCount
R753YiI0DcE,"{'kind': 'youtube#searchResult', 'etag': 'KQ2aGAosRP61kgdFvREnXcpK8jQ', 'id': {'kind': 'youtube#video', 'videoId': 'R753YiI0DcE'}, 'snippet': {'publishedAt': '2022-02-08T04:37:11Z', 'channelId': 'UCx7QRqhY7DGesXjLKw7VTDA', 'title': 'OMAH TAWON - DESA - UMKM - QUALITY CONTROL BRIKET', 'description': 'CHANEL INI BERISI TENTANG UMKM, DESA, ADAT, BUDAYA, DENGAN TUJUAN UTAMA UNTUK MEMAJUKAN UMKM ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/R753YiI0DcE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/R753YiI0DcE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/R753YiI0DcE/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'OMAH TAWON', 'liveBroadcastContent': 'none', 'publishTime': '2022-02-08T04:37:11Z'}}",5,0,0
yKlh6D4ScYo,"{'kind': 'youtube#searchResult', 'etag': '7P-BWVu2NwCbRFkkfuUWlNDylqI', 'id': {'kind': 'youtube#video', 'videoId': 'yKlh6D4ScYo'}, 'snippet': {'publishedAt': '2021-03-01T13:04:53Z', 'channelId': 'UCLM6Rihd1ponYFIf24R92MA', 'title': 'Pengendalian Kualitas Statistik Untuk UMKM', 'description': 'Program pengabdian masyarakat tentang UMKM oleh bapak Joko Purwadi, M.Sc tentang Pengendalian Kualitas Statistik untuk ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/yKlh6D4ScYo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yKlh6D4ScYo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yKlh6D4ScYo/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'KKN UAD KRETEK BANTUL YOGYAKARTA', 'liveBroadcastContent': 'none', 'publishTime': '2021-03-01T13:04:53Z'}}",20,2,2
CHXGkKRBlnk,"{'kind': 'youtube#searchResult', 'etag': 'D1uey56hhBvmjrRY5ZfpNcHb4Ac', 'id': {'kind': 'youtube#video', 'videoId': 'CHXGkKRBlnk'}, 'snippet': {'publishedAt': '2021-11-06T11:35:22Z', 'channelId': 'UChfFlA9UEA1INHvXXeCN7oA', 'title': 'Fiki Maideja. Tugas Teknologi Quality Control.observasi lapangan UMKM &quot;KOPI SOLOK RADJO&quot;', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/CHXGkKRBlnk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/CHXGkKRBlnk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/CHXGkKRBlnk/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Fiki Maideja', 'liveBroadcastContent': 'none', 'publishTime': '2021-11-06T11:35:22Z'}}",15,3,3
zp-lepvL8N0,"{'kind': 'youtube#searchResult', 'etag': 'CHXw-f4GUt5VCfkd8rTdpQS_r3Y', 'id': {'kind': 'youtube#video', 'videoId': 'zp-lepvL8N0'}, 'snippet': {'publishedAt': '2020-08-10T02:00:10Z', 'channelId': 'UCNWp8rmw9RptIBCw4sKddgQ', 'title': 'Sandiaga Menyarankan kepada Pelaku UMKM untuk Beradaptasi dengan Kenormalan Baru...', 'description': 'Program inspirasi ekonomi dalam membangun usaha terutama usaha kecil dan menengah diberbagai bidang yang dibawakan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/zp-lepvL8N0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/zp-lepvL8N0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/zp-lepvL8N0/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Jemput Rezeki', 'liveBroadcastContent': 'none', 'publishTime': '2020-08-10T02:00:10Z'}}",6737,195,195
IOnNys0dtgg,"{'kind': 'youtube#searchResult', 'etag': 'N-YuihuwxxJFN2yURsWHl-WiD9Q', 'id': {'kind': 'youtube#video', 'videoId': 'IOnNys0dtgg'}, 'snippet': {'publishedAt': '2019-07-31T01:03:30Z', 'channelId': 'UCWCJHJ2knmpUNvVyUxyVXrA', 'title': 'KKN BBM TEMATIK 60 UMKM SHANTIKA FASHION - Proses Quality Control Terhadap Produk Shantika Fashion', 'description': 'Setelah kami memahami prosedur pembuatan kain ecoprint, maka selanjutnya kami mengadakan pelatihan quality control ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/IOnNys0dtgg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IOnNys0dtgg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IOnNys0dtgg/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'KKN BBM TEMATIK 60 SHANTIKA FASHION UNAIR', 'liveBroadcastContent': 'none', 'publishTime': '2019-07-31T01:03:30Z'}}",29,9,9
-sKVNAIqKM8,"{'kind': 'youtube#searchResult', 'etag': 'EdJ1dnnjCD2OcK-gcWfferphWUk', 'id': {'kind': 'youtube#video', 'videoId': '-sKVNAIqKM8'}, 'snippet': {'publishedAt': '2021-12-22T10:15:12Z', 'channelId': 'UCDaqDYhGmJdrlHr4h9LQ5uw', 'title': 'Genjot UMKM Tembus Pasar Global - Christin Djuarto | Endgame S3E08', 'description': 'Direktur Eksekutif Shopee Indonesia Christin Djuarto bicara mengenai peran digitalisasi dari e-commerce dalam membuka ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/-sKVNAIqKM8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-sKVNAIqKM8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-sKVNAIqKM8/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Gita Wirjawan', 'liveBroadcastContent': 'none', 'publishTime': '2021-12-22T10:15:12Z'}}",54708,1116,1116
a9LZd8Y5E5I,"{'kind': 'youtube#searchResult', 'etag': 'HctiOoySW-GeiJsRMQvMxj-XK7U', 'id': {'kind': 'youtube#video', 'videoId': 'a9LZd8Y5E5I'}, 'snippet': {'publishedAt': '2022-01-19T22:44:52Z', 'channelId': 'UCeOau_5SuA2Im4sWiqQq17A', 'title': 'SOLUSI ANTI BANGKRUT USAHA KONVEKSI  #UMKM INDONESIA', 'description': 'Kemungkinan bangkrut sebuah usaha konveksi selalu ada. maka kita perlu tahu apa solusinya agar usaha konveksi kita ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/a9LZd8Y5E5I/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/a9LZd8Y5E5I/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/a9LZd8Y5E5I/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Deden TECTONA', 'liveBroadcastContent': 'none', 'publishTime': '2022-01-19T22:44:52Z'}}",444,27,27
rJ4bmrRJmcc,"{'kind': 'youtube#searchResult', 'etag': 'dvOD1kih5M19_6x06mkYkLhdBE8', 'id': {'kind': 'youtube#video', 'videoId': 'rJ4bmrRJmcc'}, 'snippet': {'publishedAt': '2020-07-02T04:29:37Z', 'channelId': 'UCNsIlz88NZ3MsVqSgP4aKpA', 'title': 'Grebeg UMKM #09 - Aneka Sofa Yogyakarta - ALTA JAYA', 'description': 'Berawal dari beberapa kali gagal mendaftar menjadi PNS, beliau memutuskan untuk membuka usaha pembuatan sofa, dari yang ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/rJ4bmrRJmcc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/rJ4bmrRJmcc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/rJ4bmrRJmcc/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Alta Jaya Official', 'liveBroadcastContent': 'none', 'publishTime': '2020-07-02T04:29:37Z'}}",958,23,23
oHNo1TilT3s,"{'kind': 'youtube#searchResult', 'etag': 'Yn8NyG10rp7I3TuM30Q_7eY0YjQ', 'id': {'kind': 'youtube#video', 'videoId': 'oHNo1TilT3s'}, 'snippet': {'publishedAt': '2022-01-17T22:59:01Z', 'channelId': 'UCeOau_5SuA2Im4sWiqQq17A', 'title': 'LANGKAH AGAR KONVEKSI KECIL MENJADI BESAR  #UMKM Pembelajar', 'description': 'Konveksi kecil bias menjadi besar dengan terus berusaha dan menambah pengetahuannya.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/oHNo1TilT3s/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/oHNo1TilT3s/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/oHNo1TilT3s/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Deden TECTONA', 'liveBroadcastContent': 'none', 'publishTime': '2022-01-17T22:59:01Z'}}",585,44,44
kQDRt7V9Eac,"{'kind': 'youtube#searchResult', 'etag': 'AoBT7sEt0SNMZBIp-8t93xOyGZw', 'id': {'kind': 'youtube#video', 'videoId': 'kQDRt7V9Eac'}, 'snippet': {'publishedAt': '2021-05-09T12:58:59Z', 'channelId': 'UCUHII-YpFF5hBnRu_drzfnA', 'title': 'PENJELASAN  SERTA PENERAPAN JUST IN TIME (JIT) DAN TQM PADA UMKM PERAKITAN MOBIL REMOTE', 'description': 'Video ini dibuat untuk memenuhi tugas mata kuliah Akuntansi Manajemen. UMKM Perakitan mobil remote ini menggunakan JIT ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/kQDRt7V9Eac/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/kQDRt7V9Eac/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/kQDRt7V9Eac/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'NIRA AKTAVIANA', 'liveBroadcastContent': 'none', 'publishTime': '2021-05-09T12:58:59Z'}}",71,2,2
8WBGye8Blnc,"{'kind': 'youtube#searchResult', 'etag': 's5yHRcdEejnQ0uuO-l5wxomtXyI', 'id': {'kind': 'youtube#video', 'videoId': '8WBGye8Blnc'}, 'snippet': {'publishedAt': '2021-06-06T08:47:25Z', 'channelId': 'UCdjZOPT1xBH3qE5BvysHu1A', 'title': 'Pelatihan UMKM - Menggunakan 7 Alat QC pada Manajemen Mutu', 'description': 'Hallo sobat CSR Sinarmasland BSD !! Walau sekarang adalah weekend, tidak menyulutkan semangat para warga binaan pelaku ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/8WBGye8Blnc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/8WBGye8Blnc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/8WBGye8Blnc/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'CSR Sinar Mas Land', 'liveBroadcastContent': 'none', 'publishTime': '2021-06-06T08:47:25Z'}}",24,2,2
FK3FHZhqbDo,"{'kind': 'youtube#searchResult', 'etag': 'zcRc6bp_vNvn1nKFw6l7dcVwBfQ', 'id': {'kind': 'youtube#video', 'videoId': 'FK3FHZhqbDo'}, 'snippet': {'publishedAt': '2020-03-20T03:56:32Z', 'channelId': 'UCsYqhgYEkB7MILtZR_kdfag', 'title': 'Cara Mengelola Bisnis UMKM Agar Pemilik Usaha Bisa Cepat Pensiun', 'description': 'Budi Ariadi 0811 767 4848.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/FK3FHZhqbDo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/FK3FHZhqbDo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/FK3FHZhqbDo/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Budi Ariadi', 'liveBroadcastContent': 'none', 'publishTime': '2020-03-20T03:56:32Z'}}",360,8,8
y5V27meUIbY,"{'kind': 'youtube#searchResult', 'etag': '2zXb_13HB_f3sGaKsiVuHEYtpck', 'id': {'kind': 'youtube#video', 'videoId': 'y5V27meUIbY'}, 'snippet': {'publishedAt': '2021-09-25T16:51:41Z', 'channelId': 'UC2nBA3nzlmCtdbk279WroNg', 'title': 'Cara Praktis UMKM Tembus Pasar Global', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/y5V27meUIbY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/y5V27meUIbY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/y5V27meUIbY/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'KKI Official', 'liveBroadcastContent': 'none', 'publishTime': '2021-09-25T16:51:41Z'}}",270,12,12
7RFrVtAdFWw,"{'kind': 'youtube#searchResult', 'etag': 'rbjxqhQXDxLJGr8gbdhKprnojPs', 'id': {'kind': 'youtube#video', 'videoId': '7RFrVtAdFWw'}, 'snippet': {'publishedAt': '2020-09-17T10:49:06Z', 'channelId': 'UCVoM8DZXOxCSu2PWwxVQh5Q', 'title': 'Proses Audit Sertifikasi Halal untuk Produk UMKM', 'description': 'LinkAja sebagai uang elektronik nasional telah meluncurkan Layanan Syariah LinkAja sebagai uang elektronik Syariah pertama ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/7RFrVtAdFWw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7RFrVtAdFWw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7RFrVtAdFWw/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'LinkAja Indonesia', 'liveBroadcastContent': 'none', 'publishTime': '2020-09-17T10:49:06Z'}}",1361,17,17
_Z4tOYXLTAs,"{'kind': 'youtube#searchResult', 'etag': 'a2izRs1_0EeRKRPQZ6jmD4nwvSM', 'id': {'kind': 'youtube#video', 'videoId': '_Z4tOYXLTAs'}, 'snippet': {'publishedAt': '2020-06-27T06:26:55Z', 'channelId': 'UCtjRvmpE1XuRWStbxSSjW7w', 'title': 'Webinar Memulai Wirausaha dan Strategi Pemasaran UMKM - UNISBANK TV', 'description': 'Webinar Memulai Wirausaha dan Strategi Pemasaran UMKM.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/_Z4tOYXLTAs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/_Z4tOYXLTAs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/_Z4tOYXLTAs/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Universitas Stikubank (Unisbank) Semarang', 'liveBroadcastContent': 'none', 'publishTime': '2020-06-27T06:26:55Z'}}",3519,152,152
daTNiMwn1b4,"{'kind': 'youtube#searchResult', 'etag': 'a2Onj-cmyNBFAVHo-7v1_jaaSho', 'id': {'kind': 'youtube#video', 'videoId': 'daTNiMwn1b4'}, 'snippet': {'publishedAt': '2021-04-17T00:00:12Z', 'channelId': 'UCTIXmv5jJS0cn7a3YidvxXg', 'title': 'FESTIVAL UMKM 2021 (062) MUBAROK SNACK BERBAGAI MAKANAN RINGAN ENAK DARI CILACAP', 'description': 'Mubarok Snack diproduksi oleh Zaharani Salsabila Cilacap. Jumlah penonton, like, dan comment akan dihitung sampai dengan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/daTNiMwn1b4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/daTNiMwn1b4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/daTNiMwn1b4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Inspirasi Jawa Tengah - BAMBANG SADONO', 'liveBroadcastContent': 'none', 'publishTime': '2021-04-17T00:00:12Z'}}",70,1,1
_SaTx_CATzw,"{'kind': 'youtube#searchResult', 'etag': 'aRqBmJ-_zmEwOmhFtNa-YY2jh7I', 'id': {'kind': 'youtube#video', 'videoId': '_SaTx_CATzw'}, 'snippet': {'publishedAt': '2021-12-04T03:08:33Z', 'channelId': 'UCDJPJit4vqilaMTuWkuz9wg', 'title': 'TUGAS MNJ KOPERASI &amp; UMKM', 'description': 'Nama: Ulfa NPM : 719212764.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/_SaTx_CATzw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/_SaTx_CATzw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/_SaTx_CATzw/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': '11_Ulfa', 'liveBroadcastContent': 'none', 'publishTime': '2021-12-04T03:08:33Z'}}",1,0,0
mmQaLLfiiyQ,"{'kind': 'youtube#searchResult', 'etag': 'WWLiBmZhYYeUlWg-4q-nD2xrfhU', 'id': {'kind': 'youtube#video', 'videoId': 'mmQaLLfiiyQ'}, 'snippet': {'publishedAt': '2021-07-13T23:12:53Z', 'channelId': 'UCAO8im1KH0lycpsgBVGtnBQ', 'title': 'Begini Cara Mudah Membuat SOP untuk UMKM', 'description': 'Cara Praktis Membuat SOP untuk UMKM dengan cara mudah dan efektif. Video ini diambil dari acara KMB Lite TDA dengan tema ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/mmQaLLfiiyQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/mmQaLLfiiyQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/mmQaLLfiiyQ/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Master SOP Indonesia', 'liveBroadcastContent': 'none', 'publishTime': '2021-07-13T23:12:53Z'}}",194,12,12
XYCePRS66N8,"{'kind': 'youtube#searchResult', 'etag': 'tiHBV_erTF0Tx-mir2GgHYeORYk', 'id': {'kind': 'youtube#video', 'videoId': 'XYCePRS66N8'}, 'snippet': {'publishedAt': '2021-11-30T04:00:06Z', 'channelId': 'UCWWbw4QVxeQecJr9b5rgV6Q', 'title': 'GEBUK Eps 11 | Onboarding UMKM Melalui Sistem Belanja Langsung Pemerintah', 'description': 'Podcast GEBUK (Geber UKM Naik Kelas) Episode 11 Tema: Onboarding UMKM Melalui Sistem Belanja Langsung Pemerintah ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/XYCePRS66N8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XYCePRS66N8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XYCePRS66N8/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Dinas Koperasi dan UKM DIY', 'liveBroadcastContent': 'none', 'publishTime': '2021-11-30T04:00:06Z'}}",417,11,11
TO-t_XFO_18,"{'kind': 'youtube#searchResult', 'etag': 'cObuHR9P83P3eiE-ItNd--4G4OU', 'id': {'kind': 'youtube#video', 'videoId': 'TO-t_XFO_18'}, 'snippet': {'publishedAt': '2021-09-30T09:47:48Z', 'channelId': 'UC5fnmNcY1D19XdyO4sLbBRg', 'title': 'Pendampingan Bagi Pelaku Ekonomi UMKM, Batik Solok - Edriana Views', 'description': 'Halo Sahabat Edriana! Pada tayangan kali ini, saya berkesempatan untuk ngobrol bersama Musa Widyatmodjo, seorang ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/TO-t_XFO_18/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/TO-t_XFO_18/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/TO-t_XFO_18/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Edriana Views', 'liveBroadcastContent': 'none', 'publishTime': '2021-09-30T09:47:48Z'}}",1026,28,28
X_YrwKLPuis,"{'kind': 'youtube#searchResult', 'etag': '7WHouVbvRcTasyA3gPJlAbm4NDM', 'id': {'kind': 'youtube#video', 'videoId': 'X_YrwKLPuis'}, 'snippet': {'publishedAt': '2016-06-14T08:44:32Z', 'channelId': 'UCqLsfkQSM0yfyGvONAGWd3Q', 'title': 'DPR: UMKM, Wujud Kemandirian Ekonomi Kerakyatan', 'description': 'DPR mendorong peningkatan kualitas dan daya saing Usaha Mikro Kecil dan Menengah (UMKM) sebagai wujud kemandirian ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/X_YrwKLPuis/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/X_YrwKLPuis/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/X_YrwKLPuis/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'BeritaSatu', 'liveBroadcastContent': 'none', 'publishTime': '2016-06-14T08:44:32Z'}}",110,1,1
UDHPOXzOfqM,"{'kind': 'youtube#searchResult', 'etag': 'n73CRiTI3dprG47N7xNjkbrnfPw', 'id': {'kind': 'youtube#video', 'videoId': 'UDHPOXzOfqM'}, 'snippet': {'publishedAt': '2020-10-15T21:12:41Z', 'channelId': 'UCb7T2kZbPDMJGjP0ML4FL6Q', 'title': 'UMKM Jawa Tengah Bangkit! - Pengelolaan Keuangan Bagi UMKM', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/UDHPOXzOfqM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/UDHPOXzOfqM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/UDHPOXzOfqM/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Forkom-IJK Jawa Tengah', 'liveBroadcastContent': 'none', 'publishTime': '2020-10-15T21:12:41Z'}}",110,2,2
lpCXWQbmux8,"{'kind': 'youtube#searchResult', 'etag': 'Bge0WveGka2N9FCFVY7WJ_epPpQ', 'id': {'kind': 'youtube#video', 'videoId': 'lpCXWQbmux8'}, 'snippet': {'publishedAt': '2021-02-16T10:00:15Z', 'channelId': 'UCNJxGqjubc_Immhn30yk6OA', 'title': 'Strategi Pembelanjaan UMKM dalam Industri Konstruksi (SOEnergy - Talk WIKA)', 'description': 'Selamat Datang di rangkaian Webinar SOEnergy - Talk PaDi UMKM Virtual Expo 2021. Pada SOEnergy-Talk kali ini PT Wijaya ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/lpCXWQbmux8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lpCXWQbmux8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lpCXWQbmux8/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'PaDi UMKM', 'liveBroadcastContent': 'none', 'publishTime': '2021-02-16T10:00:15Z'}}",497,13,13
lBqNd-qHI9w,"{'kind': 'youtube#searchResult', 'etag': 'ybgKOBwCnAYyTHRVoSsF4mub5MU', 'id': {'kind': 'youtube#video', 'videoId': 'lBqNd-qHI9w'}, 'snippet': {'publishedAt': '2018-11-09T12:42:56Z', 'channelId': 'UCyTBSGRHNWie-tShy_bZt0g', 'title': 'SISTEM INI YANG MEMBUAT WARUNK UPNORMAL, GEPREK BENSU, DAN JCO BUKA CABANG SANA SINI', 'description': 'Bisnis kuliner kembali menjadi sorotan dan pilihan banyak pebisnis untuk memulai usahanya. Ditambah dengan pesatnya ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/lBqNd-qHI9w/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lBqNd-qHI9w/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lBqNd-qHI9w/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Ben Abadi Chanel', 'liveBroadcastContent': 'none', 'publishTime': '2018-11-09T12:42:56Z'}}",634936,10415,10415
P6WoGyRk6S8,"{'kind': 'youtube#searchResult', 'etag': 'MaCGzT3_KjjtavtB9EFNk1J6Xu8', 'id': {'kind': 'youtube#video', 'videoId': 'P6WoGyRk6S8'}, 'snippet': {'publishedAt': '2020-09-21T01:08:54Z', 'channelId': 'UCfnG0CwaTDTpIfx_1UtRuMw', 'title': 'GELAR PRODUK SOBAT UMKM MAJALENGKA &quot;KUNJUNGAN BAKSOS GUBERNUR JAWA BARAT&quot;', 'description': 'Gelar Produk sobat umkm majalengka dalam acara kunjungan gubernur jawa barat ke desa bantaragung Kec Sindangwangi ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/P6WoGyRk6S8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/P6WoGyRk6S8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/P6WoGyRk6S8/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Abidadit', 'liveBroadcastContent': 'none', 'publishTime': '2020-09-21T01:08:54Z'}}",50,8,8
ADUwEa2HFsI,"{'kind': 'youtube#searchResult', 'etag': '60Ko0U3FoluLB9TMTC85Whmr6ck', 'id': {'kind': 'youtube#video', 'videoId': 'ADUwEa2HFsI'}, 'snippet': {'publishedAt': '2020-08-08T10:46:03Z', 'channelId': 'UC3pu1j24JR80wP_obwD1qew', 'title': 'Peningkatan Kualitas Produk berdasarkan Perpektif Quality Control and Production', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/ADUwEa2HFsI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ADUwEa2HFsI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ADUwEa2HFsI/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'UMSIDA 1912', 'liveBroadcastContent': 'none', 'publishTime': '2020-08-08T10:46:03Z'}}",1734,58,58
